beneficiary_id,full_name,cohort_id,pillar,county,gender,age,enrollment_date,current_status,dropout_date,dropout_reason,phone,trajectory
BEN-00324,Yvonne Mwangi,COHORT-SC-002,Scholarship,Mombasa,Female,19,2025-09-14,Dropout,2026-09-06,Family responsibilities,+254788864147,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'At-Risk', 'Dropout']"
BEN-00325,Tabitha Wanjiku,COHORT-SC-002,Scholarship,Mombasa,Female,19,2025-09-14,Dropout,2026-03-08,Academic performance,+254725745913,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'Disengaged', 'Disengaged', 'Disengaged', 'Disengaged', 'Disengaged', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout']"
BEN-00326,Stephen Githinji,COHORT-SC-002,Scholarship,Mombasa,Male,19,2025-09-14,Active,,,+254784098828,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00327,Irene Wangari,COHORT-SC-002,Scholarship,Mombasa,Male,20,2025-09-01,Dropout,2026-08-24,Unknown,+254758270683,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'At-Risk', 'At-Risk', 'Dropout']"
BEN-00328,Grace Chebet,COHORT-SC-002,Scholarship,Mombasa,Male,19,2025-09-07,At-Risk,,,+254759755172,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk']"
BEN-00329,Kendi Njenga,COHORT-SC-002,Scholarship,Mombasa,Prefer not to say,18,2025-09-01,Active,,,+254712176998,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00330,Lilian Mugo,COHORT-SC-002,Scholarship,Mombasa,Male,18,2025-08-30,Active,,,+254736332415,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00331,Kendi Awino,COHORT-SC-002,Scholarship,Mombasa,Male,24,2025-09-01,Active,,,+254797859993,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00332,Dennis Mutua,COHORT-SC-002,Scholarship,Mombasa,Prefer not to say,28,2025-09-21,Dropout,2026-04-26,Unknown,+254757268285,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'Disengaged', 'Disengaged', 'Disengaged', 'Disengaged', 'Disengaged', 'Disengaged', 'Disengaged', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout']"
BEN-00333,Irene Mutinda,COHORT-SC-002,Scholarship,Mombasa,Female,24,2025-08-27,Active,,,+254796142207,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00334,Cynthia Otieno,COHORT-SC-002,Scholarship,Mombasa,Prefer not to say,16,2025-09-21,Active,,,+254710856822,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00335,Owen Njenga,COHORT-SC-002,Scholarship,Mombasa,Female,27,2025-09-04,Active,,,+254730270856,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00336,Dennis Simiyu,COHORT-SC-002,Scholarship,Mombasa,Female,25,2025-08-22,Active,,,+254795594482,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00337,Quinton Mutinda,COHORT-SC-002,Scholarship,Mombasa,Female,16,2025-09-12,At-Risk,,,+254781432350,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk']"
BEN-00338,Brian Rotich,COHORT-SC-002,Scholarship,Mombasa,Prefer not to say,20,2025-09-08,Active,,,+254781905550,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00339,Stephen Nyambura,COHORT-SC-002,Scholarship,Mombasa,Female,17,2025-08-31,Active,,,+254722927031,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00340,Mary Rotich,COHORT-SC-002,Scholarship,Mombasa,Male,21,2025-09-07,Active,,,+254745879718,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00341,Xavier Auma,COHORT-SC-002,Scholarship,Mombasa,Male,25,2025-09-16,Active,,,+254742642810,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00342,Rose Njoroge,COHORT-SC-002,Scholarship,Mombasa,Prefer not to say,26,2025-09-13,Active,,,+254714252622,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00343,Yvonne Chebet,COHORT-SC-002,Scholarship,Mombasa,Female,26,2025-08-24,Active,,,+254711268380,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00344,Francis Nyambura,COHORT-SC-002,Scholarship,Mombasa,Prefer not to say,28,2025-09-13,Active,,,+254754462389,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00345,Olive Githinji,COHORT-SC-002,Scholarship,Mombasa,Prefer not to say,25,2025-09-09,Active,,,+254773820568,"['Active', 'Active', 'Active', 'At-Risk', 'At-Risk', 'At-Risk', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00346,Esther Odongo,COHORT-SC-002,Scholarship,Mombasa,Prefer not to say,25,2025-08-30,Active,,,+254798329927,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00347,Uchenna Omondi,COHORT-SC-002,Scholarship,Mombasa,Female,25,2025-08-23,Active,,,+254729353063,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00348,Tabitha Mutua,COHORT-SC-002,Scholarship,Mombasa,Prefer not to say,19,2025-09-15,Dropout,2026-09-07,Relocation,+254786060638,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'At-Risk', 'At-Risk', 'Dropout']"
BEN-00349,Yvonne Ochieng,COHORT-SC-002,Scholarship,Mombasa,Prefer not to say,27,2025-09-17,At-Risk,,,+254720526386,"['Active', 'Active', 'Active', 'Active', 'Active', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk']"
BEN-00350,Olive Otieno,COHORT-SC-002,Scholarship,Mombasa,Male,25,2025-09-07,Dropout,2026-02-15,Program non-compliance,+254792391596,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'At-Risk', 'Disengaged', 'Disengaged', 'Disengaged', 'Disengaged', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout', 'Dropout']"
BEN-00351,Uchenna Omondi,COHORT-SC-002,Scholarship,Mombasa,Prefer not to say,20,2025-09-21,Active,,,+254770471823,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00352,Joseph Musyoka,COHORT-SC-002,Scholarship,Mombasa,Male,18,2025-09-06,Active,,,+254788634827,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00353,Nancy Maina,COHORT-SC-002,Scholarship,Mombasa,Female,27,2025-09-12,Active,,,+254719865900,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00354,Yvonne Ndung'u,COHORT-SC-002,Scholarship,Mombasa,Prefer not to say,22,2025-08-24,Active,,,+254752503832,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00355,Amina Were,COHORT-SC-002,Scholarship,Mombasa,Male,21,2025-09-02,Active,,,+254746207439,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00356,Leonard Nyambura,COHORT-SC-002,Scholarship,Mombasa,Male,24,2025-08-25,Active,,,+254784455942,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00357,Brian Njoroge,COHORT-SC-002,Scholarship,Mombasa,Male,24,2025-09-07,Active,,,+254722490873,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00358,Uchenna Musyoka,COHORT-SC-002,Scholarship,Mombasa,Female,20,2025-09-10,Active,,,+254765540647,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00359,Kendi Rotich,COHORT-SC-002,Scholarship,Mombasa,Female,26,2025-09-03,Dropout,2026-08-26,Health issues,+254761100987,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'At-Risk', 'At-Risk', 'At-Risk', 'Dropout']"
BEN-00360,Tabitha Odongo,COHORT-SC-002,Scholarship,Mombasa,Male,18,2025-08-27,Active,,,+254718491573,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00361,Aisha Were,COHORT-SC-002,Scholarship,Mombasa,Male,28,2025-08-27,Active,,,+254720324210,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00362,Patrick Mutinda,COHORT-SC-002,Scholarship,Mombasa,Prefer not to say,25,2025-09-02,Active,,,+254736246038,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
BEN-00363,Tabitha Wanjiku,COHORT-SC-002,Scholarship,Mombasa,Male,21,2025-09-05,Active,,,+254793240786,"['Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active', 'Active']"
