assessment_id,beneficiary_id,cohort_id,assessment_date,wave,score,max_score,assessor,subject
ASMT-003747,BEN-01924,COHORT-PL-001,2025-12-08,1,75.9,100,,Technical Skills
ASMT-003748,BEN-01924,COHORT-PL-001,2026-03-08,2,68.5,100,Raphael Waweru,Literacy
ASMT-003749,BEN-01925,COHORT-PL-001,23/11/2025,1,72.1,100,Leonard Adhiambo,Literacy
ASMT-003750,BEN-01925,COHORT-PL-001,21/02/2026,2,61.5,100,Gladys Rotich,Life Skills
ASMT-003751,BEN-01926,COHORT-PL-001,2025-12-15,1,60.8,100,Nancy Mwangi,Numeracy
ASMT-003752,BEN-01926,COHORT-PL-001,2026-03-15,2,57.6,100,,Literacy
ASMT-003753,BEN-01927,COHORT-PL-001,20/11/2025,1,79.4,100,James Achieng,Technical Skills
ASMT-003754,BEN-01927,COHORT-PL-001,2026-02-18,2,62.5,100,Nancy Were,Numeracy
ASMT-003755,BEN-01928,COHORT-PL-001,2025-12-20,1,59.8,100,Zipporah Githinji,Life Skills
ASMT-003756,BEN-01928,COHORT-PL-001,2026-03-20,2,100.0,100,Priscilla Mwangi,Literacy
ASMT-003757,BEN-01929,COHORT-PL-001,2025-12-12,1,70.2,100,,Technical Skills
ASMT-003758,BEN-01929,COHORT-PL-001,2026-03-12,2,92.0,100,Stephen Awino,Literacy
ASMT-003759,BEN-01930,COHORT-PL-001,13/12/2025,1,73.1,100,Olive Ndung'u,Life Skills
ASMT-003760,BEN-01931,COHORT-PL-001,2025-11-24,1,55.3,100,Harrison Njoroge,Life Skills
ASMT-003761,BEN-01932,COHORT-PL-002,2025-11-25,1,68.7,100,Seun Odongo,Life Skills
ASMT-003762,BEN-01932,COHORT-PL-002,2026-02-23,2,80.2,100,Boniface Chebet,Life Skills
ASMT-003763,BEN-01933,COHORT-PL-002,25/11/2025,1,84.8,100,Amina Mwangi,Life Skills
ASMT-003764,BEN-01933,COHORT-PL-002,2026-02-23,2,83.6,100,Irene Owino,Literacy
ASMT-003765,BEN-01934,COHORT-PL-002,2025-11-29,1,65.7,100,Harrison Kimani,Life Skills
ASMT-003766,BEN-01934,COHORT-PL-002,2026-02-27,2,65.0,100,,Technical Skills
ASMT-003767,BEN-01935,COHORT-PL-002,2025-12-15,1,77.5,100,Irene Owino,Numeracy
ASMT-003768,BEN-01935,COHORT-PL-002,2026-03-15,2,59.0,100,Kezia Musyoka,Literacy
ASMT-003769,BEN-01936,COHORT-PL-002,2025-12-19,1,80.9,100,Leonard Kamau,Technical Skills
ASMT-003770,BEN-01936,COHORT-PL-002,2026-03-19,2,67.4,100,Patrick Otieno,Numeracy
ASMT-003771,BEN-01937,COHORT-PL-002,2025-11-25,1,90.3,100,Felix Mugo,Numeracy
ASMT-003772,BEN-01937,COHORT-PL-002,2026-02-23,2,49.0,100,Dennis Awino,Life Skills
ASMT-003773,BEN-01938,COHORT-PL-002,2025-11-22,1,37.8,100,Xavier Njenga,Technical Skills
ASMT-003774,BEN-01938,COHORT-PL-002,2026-02-20,2,77.9,100,Queen Wangari,Literacy
ASMT-003775,BEN-01939,COHORT-PL-002,2025-11-24,1,51.0,100,Eunice Odongo,Numeracy
ASMT-003776,BEN-01939,COHORT-PL-002,2026-02-22,2,66.3,100,Violet Wangari,Numeracy
ASMT-003777,BEN-01940,COHORT-PL-002,2025-11-30,1,50.8,100,Eunice Rotich,Technical Skills
ASMT-003778,BEN-01940,COHORT-PL-002,2026-02-28,2,7.1,100,Boniface Simiyu,Literacy
ASMT-003779,BEN-01941,COHORT-PL-002,2025-11-24,1,75.9,100,Dennis Kimani,Technical Skills
ASMT-003780,BEN-01941,COHORT-PL-002,2026-02-22,2,71.4,100,David Owino,Technical Skills
ASMT-003781,BEN-01942,COHORT-PL-002,2025-11-29,1,88.3,100,Owen Achieng,Life Skills
ASMT-003782,BEN-01942,COHORT-PL-002,2026-02-27,2,35.7,100,Esther Kiprotich,Numeracy
ASMT-003783,BEN-01943,COHORT-PL-002,2025-11-29,1,60.3,100,Nicholas Adhiambo,Technical Skills
ASMT-003784,BEN-01943,COHORT-PL-002,2026-02-27,2,74.5,100,Grace Wangari,Numeracy
ASMT-003785,BEN-01944,COHORT-PL-002,2025-12-14,1,71.1,100,Caroline Wanjiku,Technical Skills
ASMT-003786,BEN-01944,COHORT-PL-002,2026-03-14,2,61.2,100,Olive Rotich,Literacy
ASMT-003787,BEN-01945,COHORT-PL-002,13/12/2025,1,55.9,100,Zipporah Odongo,Literacy
ASMT-003788,BEN-01945,COHORT-PL-002,2026-03-13,2,64.8,100,Yvonne Mugo,Numeracy
ASMT-003789,BEN-01946,COHORT-PL-002,2025-11-24,1,47.7,100,Caroline Odongo,Numeracy
ASMT-003790,BEN-01947,COHORT-PL-002,2025-12-10,1,63.5,100,Irene Njoroge,Technical Skills
ASMT-003791,BEN-01947,COHORT-PL-002,2026-03-10,2,74.5,100,Nicholas Wangari,Life Skills
ASMT-003792,BEN-01948,COHORT-PL-002,2025-12-07,1,55.3,100,Tabitha Njenga,Literacy
ASMT-003793,BEN-01948,COHORT-PL-002,2026-03-07,2,87.9,100,Mary Gichuki,Life Skills
ASMT-003794,BEN-01949,COHORT-PL-002,2025-11-28,1,88.2,100,Tabitha Waweru,Literacy
ASMT-003795,BEN-01949,COHORT-PL-002,2026-02-26,2,70.3,100,Amina Mwangi,Literacy
ASMT-003796,BEN-01950,COHORT-PL-002,2025-12-17,1,100.0,100,Kezia Were,Literacy
ASMT-003797,BEN-01950,COHORT-PL-002,2026-03-17,2,78.6,100,Hassan Wangari,Life Skills
ASMT-003798,BEN-01951,COHORT-PL-002,2025-12-03,1,75.3,100,Priscilla Gichuki,Life Skills
ASMT-003799,BEN-01951,COHORT-PL-002,2026-03-03,2,58.6,100,Nancy Mutua,Literacy
ASMT-003800,BEN-01952,COHORT-PL-002,2025-11-24,1,44.6,100,David Simiyu,Literacy
ASMT-003801,BEN-01952,COHORT-PL-002,2026-02-22,2,47.8,100,Yvonne Waweru,Technical Skills
ASMT-003802,BEN-01953,COHORT-PL-002,2025-12-08,1,75.1,100,Xavier Simiyu,Technical Skills
ASMT-003803,BEN-01953,COHORT-PL-002,2026-02-23,2,81.3,100,Patrick Kamau,Literacy
ASMT-003804,BEN-01954,COHORT-PL-002,2025-12-14,1,62.4,100,Seun Mugo,Life Skills
ASMT-003805,BEN-01954,COHORT-PL-002,14/03/2026,2,67.9,100,Leonard Gichuki,Numeracy
ASMT-003806,BEN-01955,COHORT-PL-002,2025-12-08,1,65.5,100,Violet Musyoka,Numeracy
ASMT-003807,BEN-01955,COHORT-PL-002,2026-03-08,2,73.1,100,Amina Rotich,Life Skills
ASMT-003808,BEN-01956,COHORT-PL-002,2025-11-25,1,51.9,100,Nicholas Rotich,Technical Skills
ASMT-003809,BEN-01956,COHORT-PL-002,2026-02-23,2,74.5,100,Irene Achieng,Technical Skills
ASMT-003810,BEN-01957,COHORT-PL-002,2025-11-27,1,50.5,100,Francis Waweru,Technical Skills
ASMT-003811,BEN-01957,COHORT-PL-002,2026-02-25,2,100.0,100,Wanjiku Were,Technical Skills
ASMT-003812,BEN-01958,COHORT-PL-002,2025-12-20,1,55.4,100,Aisha Maina,Numeracy
ASMT-003813,BEN-01958,COHORT-PL-002,2026-03-20,2,88.4,100,Irene Achieng,Numeracy
ASMT-003814,BEN-01959,COHORT-PL-002,2025-11-30,1,100.0,100,,Technical Skills
ASMT-003815,BEN-01959,COHORT-PL-002,2026-02-28,2,93.8,100,Irene Githinji,Numeracy
ASMT-003816,BEN-01960,COHORT-PL-002,2025-12-11,1,88.9,100,Grace Otieno,Technical Skills
ASMT-003817,BEN-01960,COHORT-PL-002,2026-03-11,2,87.0,100,Olive Simiyu,Literacy
ASMT-003818,BEN-01961,COHORT-PL-002,2025-11-24,1,70.4,100,Yvonne Owino,Life Skills
ASMT-003819,BEN-01961,COHORT-PL-002,2026-02-22,2,87.6,100,Leonard Auma,Numeracy
ASMT-003820,BEN-01962,COHORT-PL-002,2025-12-10,1,72.0,100,Raphael Auma,Numeracy
ASMT-003821,BEN-01962,COHORT-PL-002,2026-03-10,2,74.5,100,Tabitha Adhiambo,Literacy
ASMT-003822,BEN-01963,COHORT-PL-002,2025-11-27,1,183.6,100,Tabitha Kamau,Numeracy
ASMT-003823,BEN-01963,COHORT-PL-002,2026-02-25,2,63.3,100,Quinton Maina,Life Skills
ASMT-003824,BEN-01964,COHORT-PL-002,2025-12-20,1,77.2,100,Tabitha Wanjiku,Numeracy
ASMT-003825,BEN-01965,COHORT-PL-002,2025-11-29,1,78.9,100,Patrick Kamau,Life Skills
ASMT-003826,BEN-01965,COHORT-PL-002,2026-02-27,2,82.1,100,Rose Njoroge,Technical Skills
ASMT-003827,BEN-01966,COHORT-PL-002,2025-11-29,1,52.5,100,Brian Musyoka,Numeracy
ASMT-003828,BEN-01966,COHORT-PL-002,2026-02-27,2,62.5,100,Amina Kamau,Technical Skills
ASMT-003829,BEN-01967,COHORT-PL-002,20-Dec-2025,1,74.2,100,Violet Waweru,Literacy
ASMT-003830,BEN-01967,COHORT-PL-002,2026-03-20,2,74.9,100,Joseph Kiprotich,Numeracy
ASMT-003831,BEN-01968,COHORT-PL-002,2025-12-18,1,64.4,100,Leonard Kiprotich,Technical Skills
ASMT-003832,BEN-01968,COHORT-PL-002,2026-03-18,2,33.2,100,Quinton Kimani,Life Skills
ASMT-003833,BEN-01969,COHORT-PL-002,2025-12-20,1,72.5,100,Violet Gichuki,Technical Skills
ASMT-003834,BEN-01969,COHORT-PL-002,2026-03-20,2,37.3,100,Aisha Otieno,Life Skills
ASMT-003835,BEN-01970,COHORT-PL-002,03-Dec-2025,1,74.4,100,Yvonne Rotich,Numeracy
ASMT-003836,BEN-01970,COHORT-PL-002,2026-03-03,2,43.3,100,Irene Kamau,Life Skills
ASMT-003837,BEN-01971,COHORT-PL-002,2025-12-18,1,67.3,100,Felix Kiprotich,Technical Skills
ASMT-003838,BEN-01971,COHORT-PL-002,2026-03-18,2,85.0,100,Caroline Auma,Literacy
ASMT-003839,BEN-01972,COHORT-PL-002,01/12/2025,1,70.5,100,Boniface Kiplagat,Literacy
ASMT-003840,BEN-01972,COHORT-PL-002,2026-03-01,2,64.0,100,Dennis Njoroge,Numeracy
ASMT-003841,BEN-01973,COHORT-PL-002,2025-11-27,1,59.6,100,Felix Waweru,Life Skills
ASMT-003842,BEN-01973,COHORT-PL-002,2026-02-25,2,69.6,100,Zipporah Gichuki,Technical Skills
ASMT-003843,BEN-01974,COHORT-PL-002,2025-12-07,1,54.9,100,Queen Maina,Literacy
ASMT-003844,BEN-01974,COHORT-PL-002,2026-03-07,2,70.4,100,Leonard Achieng,Life Skills
ASMT-003845,BEN-01975,COHORT-PL-002,2025-12-20,1,42.1,100,Priscilla Ndung'u,Numeracy
ASMT-003846,BEN-01975,COHORT-PL-002,2026-03-20,2,86.2,100,Nancy Were,Technical Skills
ASMT-003847,BEN-01976,COHORT-PL-002,2025-12-11,1,210.0,100,Amina Maina,Technical Skills
ASMT-003848,BEN-01976,COHORT-PL-002,2026-03-11,2,70.5,100,Esther Omondi,Life Skills
ASMT-003849,BEN-01977,COHORT-PL-002,2025-11-21,1,47.4,100,Boniface Githinji,Numeracy
ASMT-003850,BEN-01977,COHORT-PL-002,2026-02-19,2,47.4,100,Harrison Kamau,Life Skills
ASMT-003851,BEN-01978,COHORT-PL-002,2025-11-20,1,90.6,100,Nicholas Ochieng,Literacy
ASMT-003852,BEN-01979,COHORT-PL-002,2025-12-01,1,84.1,100,Irene Kamau,Numeracy
ASMT-003853,BEN-01979,COHORT-PL-002,2026-03-01,2,93.1,100,Xavier Mugo,Technical Skills
ASMT-003854,BEN-01980,COHORT-PL-002,2025-11-28,1,79.1,100,Cynthia Njenga,Literacy
ASMT-003855,BEN-01980,COHORT-PL-002,2026-02-26,2,100.0,100,Mary Mugo,Numeracy
ASMT-003856,BEN-01981,COHORT-PL-002,2025-12-14,1,94.5,100,Grace Chebet,Life Skills
ASMT-003857,BEN-01981,COHORT-PL-002,2026-03-14,2,96.4,100,Queen Simiyu,Numeracy
ASMT-003858,BEN-01982,COHORT-PL-002,2025-11-30,1,75.5,100,Violet Kiprotich,Literacy
ASMT-003859,BEN-01982,COHORT-PL-002,2026-02-28,2,100.0,100,Dennis Ndung'u,Technical Skills
ASMT-003860,BEN-01983,COHORT-PL-002,10-Dec-2025,1,73.6,100,Brian Kimani,Literacy
ASMT-003861,BEN-01983,COHORT-PL-002,2026-03-10,2,83.0,100,Priscilla Rotich,Technical Skills
ASMT-003862,BEN-01984,COHORT-PL-002,2025-12-01,1,94.2,100,Kezia Gichuki,Literacy
ASMT-003863,BEN-01984,COHORT-PL-002,2026-03-01,2,76.4,100,Brian Waweru,Numeracy
ASMT-003864,BEN-01985,COHORT-PL-002,2025-11-20,1,49.8,100,Dennis Kimani,Literacy
ASMT-003865,BEN-01985,COHORT-PL-002,2026-02-18,2,42.7,100,Mary Achieng,Life Skills
ASMT-003866,BEN-01986,COHORT-PL-002,2025-12-07,1,54.8,100,Kendi Mutinda,Numeracy
ASMT-003867,BEN-01986,COHORT-PL-002,2026-03-07,2,56.0,100,Owen Kiprotich,Literacy
ASMT-003868,BEN-01987,COHORT-PL-002,2025-11-26,1,71.2,100,Raphael Njoroge,Technical Skills
ASMT-003869,BEN-01987,COHORT-PL-002,2026-02-24,2,70.3,100,Amina Adhiambo,Technical Skills
ASMT-003870,BEN-01988,COHORT-PL-002,2025-12-07,1,52.2,100,Lilian Otieno,Technical Skills
ASMT-003871,BEN-01988,COHORT-PL-002,2026-03-07,2,98.1,100,Dennis Mutinda,Life Skills
ASMT-003872,BEN-01989,COHORT-PL-002,2025-12-09,1,85.4,100,Kezia Nyambura,Literacy
ASMT-003873,BEN-01989,COHORT-PL-002,2026-03-09,2,67.2,100,Queen Waweru,Life Skills
ASMT-003874,BEN-01990,COHORT-PL-002,2025-11-27,1,82.2,100,Queen Njenga,Life Skills
ASMT-003875,BEN-01990,COHORT-PL-002,2026-02-25,2,53.4,100,Stephen Mugo,Technical Skills
ASMT-003876,BEN-01991,COHORT-PL-002,2025-12-16,1,48.5,100,Kezia Owino,Numeracy
ASMT-003877,BEN-01992,COHORT-PL-002,27-Nov-2025,1,179.9,100,Hassan Were,Life Skills
ASMT-003878,BEN-01992,COHORT-PL-002,2026-02-25,2,54.2,100,Lilian Nyambura,Life Skills
ASMT-003879,BEN-01993,COHORT-PL-002,2025-12-08,1,61.3,100,Rose Kamau,Technical Skills
ASMT-003880,BEN-01993,COHORT-PL-002,2026-03-08,2,65.8,100,Irene Auma,Technical Skills
ASMT-003881,BEN-01994,COHORT-PL-002,2025-12-15,1,82.5,100,Felix Wangari,Life Skills
ASMT-003882,BEN-01994,COHORT-PL-002,2026-03-15,2,64.4,100,Tabitha Owino,Literacy
ASMT-003883,BEN-01995,COHORT-PL-002,2025-11-22,1,66.2,100,Francis Njoroge,Numeracy
ASMT-003884,BEN-01995,COHORT-PL-002,2026-02-20,2,52.3,100,Francis Otieno,Numeracy
ASMT-003885,BEN-01996,COHORT-PL-002,2025-11-23,1,93.6,100,Felix Simiyu,Literacy
ASMT-003886,BEN-01996,COHORT-PL-002,2026-02-21,2,65.5,100,David Odongo,Literacy
ASMT-003887,BEN-01997,COHORT-PL-002,2025-12-07,1,86.9,100,,Technical Skills
ASMT-003888,BEN-01997,COHORT-PL-002,07-Mar-2026,2,72.3,100,Violet Kariuki,Life Skills
ASMT-003889,BEN-01998,COHORT-PL-002,05/12/2025,1,59.8,100,Queen Owino,Numeracy
ASMT-003890,BEN-01998,COHORT-PL-002,2026-03-05,2,64.4,100,Joseph Nyambura,Life Skills
ASMT-003891,BEN-01999,COHORT-PL-002,2025-12-07,1,61.4,100,Amina Otieno,Numeracy
ASMT-003892,BEN-01999,COHORT-PL-002,2026-03-07,2,26.1,100,Zipporah Kiplagat,Numeracy
ASMT-003893,BEN-02000,COHORT-PL-002,2025-12-08,1,93.3,100,Olive Githinji,Literacy
ASMT-003894,BEN-02000,COHORT-PL-002,2026-03-08,2,78.5,100,Raphael Kamau,Technical Skills
ASMT-003895,BEN-02001,COHORT-PL-002,2025-12-02,1,67.0,100,Kendi Kiplagat,Technical Skills
ASMT-003896,BEN-02001,COHORT-PL-002,2026-03-02,2,98.2,100,Xavier Njenga,Literacy
ASMT-003897,BEN-02002,COHORT-PL-002,30/11/2025,1,66.3,100,Yvonne Kiprotich,Literacy
ASMT-003898,BEN-02002,COHORT-PL-002,2026-02-28,2,80.7,100,Raphael Nyambura,Literacy
ASMT-003899,BEN-02003,COHORT-PL-002,2025-12-11,1,53.5,100,Eunice Achieng,Literacy
ASMT-003900,BEN-02003,COHORT-PL-002,2026-03-11,2,53.3,100,Cynthia Maina,Numeracy
ASMT-003901,BEN-02004,COHORT-PL-002,2025-12-08,1,93.2,100,Dennis Musyoka,Life Skills
ASMT-003902,BEN-02004,COHORT-PL-002,08/03/2026,2,87.9,100,Boniface Wanjiku,Life Skills
ASMT-003903,BEN-02005,COHORT-PL-002,2025-12-13,1,67.9,100,Xavier Chebet,Numeracy
ASMT-003904,BEN-02005,COHORT-PL-002,2026-03-13,2,92.5,100,Amina Wanjiku,Numeracy
ASMT-003905,BEN-02006,COHORT-PL-002,2025-12-19,1,49.8,100,Lilian Mugo,Literacy
ASMT-003906,BEN-02006,COHORT-PL-002,2026-03-19,2,79.7,100,Brian Musyoka,Literacy
ASMT-003907,BEN-02007,COHORT-PL-002,08/12/2025,1,66.2,100,Eunice Mwangi,Life Skills
ASMT-003908,BEN-02007,COHORT-PL-002,2026-03-08,2,74.9,100,Seun Owino,Technical Skills
ASMT-003909,BEN-02008,COHORT-PL-002,2025-11-23,1,54.1,100,Joseph Kimani,Numeracy
ASMT-003910,BEN-02008,COHORT-PL-002,2026-02-21,2,75.5,100,Olive Kariuki,Literacy
ASMT-003911,BEN-02009,COHORT-PL-002,2025-11-25,1,74.6,100,Olive Kamau,Technical Skills
ASMT-003912,BEN-02009,COHORT-PL-002,2026-02-23,2,66.7,100,Zipporah Awino,Technical Skills
ASMT-003913,BEN-02010,COHORT-PL-002,2025-11-22,1,61.9,100,Joseph Ochieng,Literacy
ASMT-003914,BEN-02010,COHORT-PL-002,2026-02-20,2,58.6,100,Seun Omondi,Technical Skills
ASMT-003915,BEN-02011,COHORT-PL-002,2025-11-21,1,84.5,100,Quinton Odongo,Numeracy
ASMT-003916,BEN-02011,COHORT-PL-002,2026-02-19,2,81.6,100,Raphael Wanjiku,Technical Skills
ASMT-003917,BEN-02012,COHORT-PL-002,2025-11-20,1,43.3,100,Nicholas Wangari,Literacy
ASMT-003918,BEN-02012,COHORT-PL-002,2026-02-18,2,89.7,100,Violet Onyango,Numeracy
ASMT-003919,BEN-02013,COHORT-PL-002,17/12/2025,1,75.5,100,Yvonne Omondi,Literacy
ASMT-003920,BEN-02013,COHORT-PL-002,17-Mar-2026,2,81.3,100,David Mutinda,Literacy
ASMT-003921,BEN-02014,COHORT-PL-002,2025-11-25,1,83.7,100,Kezia Mugo,Life Skills
ASMT-003922,BEN-02014,COHORT-PL-002,2026-02-23,2,61.8,100,Quinton Ochieng,Literacy
ASMT-003923,BEN-02015,COHORT-PL-002,01/12/2025,1,94.7,100,Hassan Njenga,Literacy
ASMT-003924,BEN-02015,COHORT-PL-002,2026-03-01,2,85.7,100,Maurice Waweru,Life Skills
ASMT-003925,BEN-02016,COHORT-PL-002,2025-11-20,1,75.4,100,Yvonne Kariuki,Literacy
ASMT-003926,BEN-02016,COHORT-PL-002,2026-02-18,2,68.0,100,Olive Wanjiku,Technical Skills
ASMT-003927,BEN-02017,COHORT-PL-002,2025-12-08,1,88.1,100,Harrison Odongo,Numeracy
ASMT-003928,BEN-02017,COHORT-PL-002,08-Mar-2026,2,64.8,100,Queen Mutua,Literacy
ASMT-003929,BEN-02018,COHORT-PL-002,2025-12-09,1,71.7,100,Amina Ochieng,Numeracy
ASMT-003930,BEN-02018,COHORT-PL-002,2026-03-09,2,80.7,100,Esther Rotich,Literacy
ASMT-003931,BEN-02019,COHORT-PL-002,2025-12-07,1,64.4,100,Lilian Mugo,Life Skills
ASMT-003932,BEN-02019,COHORT-PL-002,2026-03-07,2,77.6,100,Owen Rotich,Technical Skills
ASMT-003933,BEN-02020,COHORT-PL-002,2025-11-26,1,78.2,100,Cynthia Wanjiku,Literacy
ASMT-003934,BEN-02020,COHORT-PL-002,2026-02-24,2,50.6,100,Irene Simiyu,Numeracy
ASMT-003935,BEN-02021,COHORT-PL-002,2025-11-23,1,53.1,100,Raphael Kariuki,Numeracy
ASMT-003936,BEN-02021,COHORT-PL-002,2026-02-21,2,75.0,100,Olive Mwangi,Numeracy
ASMT-003937,BEN-02022,COHORT-PL-002,2025-12-12,1,100.0,100,Felix Mugo,Literacy
ASMT-003938,BEN-02022,COHORT-PL-002,2026-03-12,2,50.2,100,Nancy Mwangi,Literacy
ASMT-003939,BEN-02023,COHORT-PL-002,2025-12-04,1,90.6,100,Irene Adhiambo,Technical Skills
ASMT-003940,BEN-02023,COHORT-PL-002,2026-03-04,2,62.9,100,Queen Onyango,Life Skills
ASMT-003941,BEN-02024,COHORT-PL-002,2025-11-20,1,63.7,100,Irene Wanjiku,Numeracy
ASMT-003942,BEN-02024,COHORT-PL-002,2026-02-18,2,61.5,100,Mary Omondi,Technical Skills
ASMT-003943,BEN-02025,COHORT-PL-002,2025-12-05,1,67.4,100,Dennis Kamau,Technical Skills
ASMT-003944,BEN-02025,COHORT-PL-002,2026-03-05,2,84.0,100,Lilian Odongo,Life Skills
ASMT-003945,BEN-02026,COHORT-PL-002,2025-12-18,1,91.5,100,Nicholas Onyango,Technical Skills
ASMT-003946,BEN-02026,COHORT-PL-002,18/03/2026,2,79.0,100,Irene Njoroge,Numeracy
ASMT-003947,BEN-02027,COHORT-PL-002,2025-12-07,1,74.3,100,Harrison Adhiambo,Numeracy
ASMT-003948,BEN-02027,COHORT-PL-002,2026-03-07,2,65.2,100,Raphael Omondi,Technical Skills
ASMT-003949,BEN-02028,COHORT-PL-002,21/11/2025,1,68.2,100,Stephen Kamau,Technical Skills
ASMT-003950,BEN-02028,COHORT-PL-002,19/02/2026,2,40.8,100,Stephen Waweru,Numeracy
ASMT-003951,BEN-02029,COHORT-PL-002,2025-12-11,1,58.0,100,Gladys Wangari,Literacy
ASMT-003952,BEN-02030,COHORT-PL-002,2025-12-05,1,75.2,100,Cynthia Wangari,Life Skills
ASMT-003953,BEN-02030,COHORT-PL-002,2026-03-05,2,65.3,100,Caroline Wangari,Numeracy
ASMT-003954,BEN-02031,COHORT-PL-002,2025-12-18,1,82.2,100,,Literacy
ASMT-003955,BEN-02032,COHORT-PL-002,2025-11-21,1,59.7,100,Rose Wangari,Literacy
ASMT-003956,BEN-02032,COHORT-PL-002,2026-02-19,2,193.5,100,David Kiplagat,Life Skills
ASMT-003957,BEN-02033,COHORT-PL-002,2025-12-18,1,55.6,100,Francis Omondi,Life Skills
ASMT-003958,BEN-02033,COHORT-PL-002,2026-03-18,2,64.0,100,Nicholas Chebet,Literacy
ASMT-003959,BEN-02034,COHORT-PL-002,2025-12-03,1,74.5,100,Irene Wanjiku,Numeracy
ASMT-003960,BEN-02034,COHORT-PL-002,2026-03-27,2,80.0,100,Quinton Wangari,Technical Skills
ASMT-003961,BEN-02035,COHORT-PL-002,2025-12-10,1,49.9,100,Nancy Onyango,Technical Skills
ASMT-003962,BEN-02035,COHORT-PL-002,2026-03-10,2,49.8,100,Yvonne Mutinda,Technical Skills
ASMT-003963,BEN-02036,COHORT-PL-002,2025-11-23,1,90.5,100,Zipporah Awino,Literacy
ASMT-003964,BEN-02036,COHORT-PL-002,2026-02-21,2,78.7,100,Irene Were,Numeracy
ASMT-003965,BEN-02037,COHORT-PL-002,2025-11-25,1,41.5,100,Priscilla Wanjiku,Numeracy
ASMT-003966,BEN-02037,COHORT-PL-002,2026-02-23,2,32.0,100,Grace Nyambura,Technical Skills
ASMT-003967,BEN-02038,COHORT-PL-002,2025-11-29,1,56.8,100,Aisha Maina,Life Skills
ASMT-003968,BEN-02038,COHORT-PL-002,2026-02-27,2,45.5,100,Kezia Onyango,Numeracy
ASMT-003969,BEN-02039,COHORT-PL-002,2025-12-07,1,47.0,100,Violet Omondi,Literacy
ASMT-003970,BEN-02039,COHORT-PL-002,2026-03-07,2,52.4,100,Felix Auma,Life Skills
ASMT-003971,BEN-02040,COHORT-PL-002,2025-11-23,1,53.7,100,Joseph Onyango,Numeracy
ASMT-003972,BEN-02040,COHORT-PL-002,2026-02-21,2,95.2,100,Owen Musyoka,Life Skills
ASMT-003973,BEN-02041,COHORT-PL-002,2025-11-27,1,90.4,100,David Maina,Literacy
ASMT-003974,BEN-02041,COHORT-PL-002,2026-02-25,2,79.0,100,Grace Were,Numeracy
ASMT-003975,BEN-02042,COHORT-PL-002,2025-12-09,1,61.3,100,Harrison Rotich,Technical Skills
ASMT-003976,BEN-02042,COHORT-PL-002,2026-03-09,2,91.8,100,Leonard Onyango,Technical Skills
ASMT-003977,BEN-02043,COHORT-PL-002,2025-12-20,1,81.6,100,Priscilla Njoroge,Life Skills
ASMT-003978,BEN-02043,COHORT-PL-002,2026-03-20,2,58.2,100,Leonard Mutua,Numeracy
ASMT-003979,BEN-02044,COHORT-PL-002,2025-12-21,1,64.2,100,,Technical Skills
ASMT-003980,BEN-02044,COHORT-PL-002,2026-03-18,2,134.9,100,Gladys Rotich,Technical Skills
ASMT-003981,BEN-02045,COHORT-PL-002,2025-11-26,1,65.9,100,Queen Waweru,Numeracy
ASMT-003982,BEN-02045,COHORT-PL-002,2026-02-24,2,72.5,100,Uchenna Kimani,Life Skills
ASMT-003983,BEN-02046,COHORT-PL-002,2025-12-09,1,87.4,100,Nicholas Simiyu,Literacy
ASMT-003984,BEN-02046,COHORT-PL-002,2026-03-09,2,75.6,100,Quinton Ochieng,Numeracy
ASMT-003985,BEN-02047,COHORT-PL-002,2025-11-21,1,51.5,100,Grace Onyango,Literacy
ASMT-003986,BEN-02047,COHORT-PL-002,2026-02-19,2,87.7,100,Raphael Chebet,Numeracy
ASMT-003987,BEN-02048,COHORT-PL-002,2025-12-09,1,89.1,100,Caroline Maina,Literacy
ASMT-003988,BEN-02049,COHORT-PL-002,2025-12-08,1,70.7,100,Tabitha Ndung'u,Technical Skills
ASMT-003989,BEN-02049,COHORT-PL-002,2026-03-08,2,79.0,100,Yvonne Adhiambo,Literacy
ASMT-003990,BEN-02050,COHORT-PL-002,2025-11-21,1,74.2,100,Dennis Kimani,Life Skills
ASMT-003991,BEN-02050,COHORT-PL-002,2026-02-19,2,69.6,100,Patrick Rotich,Literacy
ASMT-003992,BEN-02051,COHORT-PL-002,2025-12-10,1,69.6,100,Aisha Nyambura,Numeracy
ASMT-003993,BEN-02051,COHORT-PL-002,2026-03-10,2,84.8,100,Wanjiku Njoroge,Technical Skills
ASMT-003994,BEN-02052,COHORT-PL-002,2025-12-11,1,58.3,100,Wanjiku Adhiambo,Literacy
ASMT-003995,BEN-02052,COHORT-PL-002,2026-03-30,2,78.1,100,Caroline Odongo,Life Skills
ASMT-003996,BEN-02053,COHORT-PL-002,19/12/2025,1,58.7,100,Esther Musyoka,Numeracy
ASMT-003997,BEN-02053,COHORT-PL-002,2026-03-19,2,79.8,100,Queen Mutinda,Literacy
ASMT-003998,BEN-02054,COHORT-PL-002,2025-12-10,1,62.2,100,Patrick Mugo,Life Skills
ASMT-003999,BEN-02054,COHORT-PL-002,2026-03-10,2,42.8,100,,Numeracy
ASMT-004000,BEN-02055,COHORT-PL-002,2025-12-04,1,79.1,100,Owen Owino,Life Skills
